id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
GJB6	5	0.18407	0.2544	0.70463	6243	1	0.12359	0.17662	0.32077	0.963749	5984	2	0.12359
HMGCS2	4	0.18408	0.16893	0.621577	6244	2	-3.5106	0.89326	0.85228	0.981754	18670	0	-3.5106
EPHA1	4	0.18408	0.16893	0.621577	6245	2	-3.375	0.49438	0.54398	0.963749	11636	1	-3.375
SLC30A3	4	0.18416	0.16893	0.621577	6246	1	-0.14645	0.42614	0.51907	0.963749	10657	1	-0.14645
KCNN1	4	0.18416	0.16893	0.621577	6247	1	0.55074	0.090785	0.19222	0.963749	3774	2	0.55074
HSPB8	5	0.18427	0.2544	0.70463	6248	3	-0.63203	0.29768	0.45152	0.963749	8544	2	-0.63203
HRASLS5	5	0.18436	0.25576	0.70463	6249	2	0.050515	0.8009	0.76233	0.968649	16809	1	0.050515
FANCD2	5	0.18442	0.25576	0.70463	6250	3	-0.65152	0.90311	0.86145	0.984576	18881	0	-0.65152
BID	3	0.18443	0.18155	0.629865	6251	1	0.1912	0.48882	0.49659	0.963749	11558	1	0.1912
BAMBI	3	0.18443	0.18155	0.629865	6252	2	-0.6064	0.36905	0.42496	0.963749	9786	1	-0.6064
PRB3	4	0.1846	0.16893	0.621577	6253	1	0.42392	0.21941	0.3455	0.963749	7014	2	0.42392
CDCA2	4	0.1846	0.16893	0.621577	6254	1	0.27792	0.1756	0.30656	0.963749	5959	1	0.27792
SLC5A9	5	0.1846	0.25576	0.70463	6255	1	0.057208	0.18171	0.33277	0.963749	6102	2	0.057208
RUVBL1	3	0.18468	0.18245	0.631553	6256	2	-1.2863	0.53884	0.52167	0.963749	12277	1	-1.2863
COL22A1	5	0.18469	0.25576	0.70463	6257	3	-0.64304	0.85974	0.81118	0.973952	17931	0	-0.64304
UBE2QL1	3	0.1847	0.18245	0.631553	6258	1	0.087423	0.21613	0.32781	0.963749	6945	1	0.087423
POLQ	6	0.1847	0.19618	0.642331	6259	3	-0.72617	0.82365	0.79915	0.973075	17257	1	-0.72617
PIP5K1C	3	0.18471	0.18245	0.631553	6260	2	-1.3613	0.19845	0.30301	0.963749	6523	1	-1.3613
AGXT2L2	6	0.18472	0.19618	0.642331	6261	3	-0.68778	0.1924	0.36656	0.963749	6369	3	-0.68778
TNFRSF6B	5	0.18486	0.25716	0.70463	6262	2	-0.079279	0.81219	0.77054	0.968649	17026	1	-0.079279
ABCB4	5	0.18486	0.25716	0.70463	6263	2	-0.1427	0.67076	0.68884	0.963749	14310	1	-0.1427
OSCP1	5	0.18486	0.25716	0.70463	6264	2	-0.41893	0.057157	0.15299	0.963749	2604	1	-0.41893
ADAMTS18	3	0.18493	0.18338	0.632144	6265	1	0.090761	0.85685	0.8033	0.973952	17868	0	0.090761
LY6G6C	4	0.18497	0.16893	0.621577	6266	2	-3.2674	0.67201	0.64467	0.963749	14339	1	-3.2674
LPL	4	0.18497	0.16893	0.621577	6267	2	-3.2935	0.88568	0.84275	0.981389	18503	0	-3.2935
GOLPH3	5	0.18501	0.25716	0.70463	6268	2	0.019041	0.81858	0.77213	0.969632	17145	1	0.019041
RCL1	4	0.18507	0.16893	0.621577	6269	1	0.043228	0.71064	0.67287	0.963749	14979	1	0.043228
LOC100287399	5	0.18511	0.25716	0.70463	6270	3	-0.59673	0.98809	0.97662	1.0	20509	0	-0.59673
STATH	6	0.18512	0.19618	0.642331	6271	3	-0.8061	0.34505	0.52096	0.963749	9452	2	-0.8061
SCNN1G	2	0.18514	0.16624	0.621577	6272	1	-4.5659	0.64162	0.5854	0.963749	13838	0	-4.5659
NPRL2	3	0.18518	0.18338	0.632144	6273	2	-1.2866	0.95719	0.94089	1.0	19953	0	-1.2866
C19orf80	1	0.18519	0.074673	0.531537	6274	1	-7.7275	0.81481	0.92533	1.0	17073	0	-7.7275
KIAA1522	4	0.18524	0.16893	0.621577	6275	2	-3.4523	0.36141	0.48726	0.963749	9669	1	-3.4523
UBE2E1	5	0.18526	0.25716	0.70463	6276	3	-0.62768	0.66579	0.68724	0.963749	14229	1	-0.62768
FAM83D	6	0.18537	0.19618	0.642331	6277	2	0.062271	0.18768	0.36139	0.963749	6250	1	0.062271
SETD8	3	0.18544	0.18338	0.632144	6278	2	-1.346	0.96068	0.94728	1.0	20015	0	-1.346
KRTAP27-1	5	0.18545	0.26004	0.70463	6279	3	-0.64589	0.79239	0.75735	0.968457	16632	1	-0.64589
RGL1	5	0.18547	0.26004	0.70463	6280	2	-0.22219	0.36743	0.52699	0.963749	9763	1	-0.22219
F2R	5	0.18547	0.26004	0.70463	6281	1	-0.25369	0.66109	0.68239	0.963749	14154	1	-0.25369
SRA1	3	0.18553	0.18338	0.632144	6282	1	0.39395	0.35828	0.42136	0.963749	9635	1	0.39395
KCNC1	6	0.18556	0.19647	0.64241	6283	2	-0.19738	0.21803	0.40186	0.963749	6985	1	-0.19738
FBXL6	4	0.18557	0.16893	0.621577	6284	1	0.082173	0.31363	0.45597	0.963749	8869	1	0.082173
NANS	4	0.18557	0.16893	0.621577	6285	1	0.62124	0.093804	0.19661	0.963749	3854	2	0.62124
PROM2	4	0.18557	0.16893	0.621577	6286	1	0.47503	0.1849	0.31613	0.963749	6182	2	0.47503
MBTPS2	5	0.18562	0.26004	0.70463	6287	3	-0.64232	0.80538	0.76729	0.968649	16897	1	-0.64232
ARL6IP6	5	0.18568	0.26004	0.70463	6288	2	-0.28009	0.30688	0.45684	0.963749	8732	1	-0.28009
KRTAP5-10	5	0.18569	0.26004	0.70463	6289	3	-0.62626	0.78161	0.74919	0.965722	16406	1	-0.62626
GNA15	3	0.18581	0.18338	0.632144	6290	2	-1.2548	0.83139	0.78016	0.970158	17396	0	-1.2548
TMPRSS7	5	0.18584	0.26004	0.70463	6291	3	-0.64557	0.42576	0.56396	0.963749	10649	1	-0.64557
HBB	5	0.18585	0.26004	0.70463	6292	1	0.12735	0.54599	0.62683	0.963749	12389	1	0.12735
CTDSPL	5	0.1859	0.26004	0.70463	6293	3	-0.61204	0.97588	0.95546	1.0	20315	0	-0.61204
JTB	4	0.186	0.16893	0.621577	6294	1	0.39048	0.21825	0.3455	0.963749	6992	1	0.39048
METTL10	4	0.186	0.16893	0.621577	6295	2	-1.6638	0.50217	0.54935	0.963749	11743	1	-1.6638
ULK1	4	0.186	0.16893	0.621577	6296	2	0.16297	0.029806	0.071415	0.963749	1588	2	0.16297
FHOD3	5	0.186	0.26004	0.70463	6297	3	-0.60708	0.5536	0.63006	0.963749	12510	1	-0.60708
FAM220A	5	0.18603	0.26004	0.70463	6298	2	-0.57391	0.75842	0.72797	0.96572	15913	1	-0.57391
AP1S2	5	0.18607	0.26004	0.70463	6299	3	-0.63999	0.99166	0.98264	1.0	20567	0	-0.63999
FAM181A	5	0.18609	0.26004	0.70463	6300	2	0.28157	0.8793	0.82527	0.977618	18370	0	0.28157
ZDHHC8	6	0.18621	0.19676	0.64241	6301	2	-0.36866	0.99077	0.97868	1.0	20553	0	-0.36866
GNG5	5	0.18626	0.26004	0.70463	6302	2	-0.58987	0.39644	0.54146	0.963749	10188	1	-0.58987
TMEM194B	6	0.1863	0.19676	0.64241	6303	3	-0.56314	0.52184	0.65856	0.963749	12020	2	-0.56314
SUCLG1	4	0.18645	0.16893	0.621577	6304	2	-0.15687	0.41751	0.51547	0.963749	10523	1	-0.15687
SEC31B	5	0.1865	0.26004	0.70463	6305	2	-0.063997	0.39917	0.54512	0.963749	10231	2	-0.063997
KCNH8	5	0.1865	0.26004	0.70463	6306	2	0.13287	0.79413	0.76066	0.968649	16657	1	0.13287
C5orf58	5	0.1865	0.26004	0.70463	6307	2	-0.21599	0.39084	0.53928	0.963749	10106	1	-0.21599
ERVV-2	5	0.1865	0.26004	0.70463	6308	2	0.02277	0.40213	0.5462	0.963749	10265	2	0.02277
RNF111	4	0.18651	0.16893	0.621577	6309	2	-3.2779	0.16516	0.28447	0.963749	5677	1	-3.2779
LUZP4	4	0.18651	0.16893	0.621577	6310	2	-3.5605	0.8347	0.78613	0.97032	17453	0	-3.5605
NLRP13	5	0.18659	0.26004	0.70463	6311	2	0.13501	0.13643	0.27816	0.963749	4952	2	0.13501
XKR3	5	0.1866	0.26004	0.70463	6312	3	-0.6159	0.27357	0.42557	0.963749	8055	1	-0.6159
IGFBP1	3	0.18676	0.18626	0.633212	6313	2	-1.2148	0.92268	0.88437	0.992095	19285	0	-1.2148
ACACB	5	0.18676	0.26004	0.70463	6314	3	-0.57189	0.25111	0.4012	0.963749	7620	1	-0.57189
ZNF829	5	0.18678	0.26004	0.70463	6315	3	-0.57724	0.73013	0.7116	0.963749	15347	1	-0.57724
SHOC2	3	0.18683	0.18626	0.633212	6316	2	-1.239	0.53223	0.51986	0.963749	12183	1	-1.239
LSM1	4	0.18684	0.16893	0.621577	6317	1	-0.31109	0.95853	0.92751	1.0	19976	0	-0.31109
JOSD2	4	0.18684	0.16893	0.621577	6318	1	0.4073	0.18911	0.32144	0.963749	6292	2	0.4073
RASSF4	4	0.18684	0.16893	0.621577	6319	1	-0.0092146	0.20987	0.32975	0.963749	6789	1	-0.0092146
PPP2R5D	4	0.18684	0.16893	0.621577	6320	1	0.90372	0.018145	0.045055	0.963749	1029	3	0.90372
CLRN3	5	0.18687	0.26147	0.70463	6321	3	-0.62579	0.95079	0.92163	1.0	19830	0	-0.62579
SSNA1	4	0.18689	0.16893	0.621577	6322	2	-3.2152	0.39362	0.50491	0.963749	10141	1	-3.2152
PSMG3	4	0.18698	0.16893	0.621577	6323	2	-3.6893	0.98095	0.96649	1.0	20391	0	-3.6893
P2RX4	5	0.18705	0.26147	0.70463	6324	1	0.72678	0.036428	0.093999	0.963749	1828	3	0.72678
RHEBL1	3	0.18705	0.18626	0.633212	6325	1	0.34122	0.33418	0.40704	0.963749	9231	1	0.34122
HOXC9	4	0.18722	0.16893	0.621577	6326	2	-3.3697	0.83336	0.78196	0.970158	17432	0	-3.3697
DNLZ	4	0.18722	0.16893	0.621577	6327	2	-3.1763	0.93743	0.90125	0.997289	19585	0	-3.1763
ALG6	4	0.18722	0.16893	0.621577	6328	2	-3.3682	0.70318	0.66933	0.963749	14856	1	-3.3682
RAB14	5	0.18728	0.26147	0.70463	6329	1	0.16952	0.2962	0.44628	0.963749	8509	1	0.16952
ELF3	6	0.18728	0.19841	0.643775	6330	3	-0.97024	0.21985	0.40186	0.963749	7026	1	-0.97024
NEUROD1	4	0.18729	0.16893	0.621577	6331	2	-3.0173	0.96623	0.94369	1.0	20140	0	-3.0173
ISOC1	4	0.18729	0.16893	0.621577	6332	1	0.27915	0.21528	0.33499	0.963749	6931	2	0.27915
NEFL	4	0.18729	0.16893	0.621577	6333	2	-0.17782	0.013691	0.036778	0.963749	811	1	-0.17782
CDCA8	3	0.18735	0.18626	0.633212	6334	2	-1.2776	0.89372	0.84475	0.981389	18686	0	-1.2776
ANKDD1B	5	0.18736	0.26164	0.70463	6335	2	0.8823	0.014527	0.045379	0.963749	855	3	0.8823
SHROOM3	3	0.18737	0.18626	0.633212	6336	2	-1.2237	0.50776	0.5073	0.963749	11816	1	-1.2237
C12orf61	6	0.18757	0.19841	0.643775	6337	2	0.29333	0.54031	0.66959	0.963749	12298	2	0.29333
SLC9A1	5	0.18778	0.26181	0.70463	6338	2	0.34607	0.1654	0.30845	0.963749	5681	1	0.34607
ARL11	5	0.18778	0.26181	0.70463	6339	2	-0.27433	0.96527	0.93984	1.0	20118	0	-0.27433
MYO7A	4	0.18779	0.16893	0.621577	6340	1	0.34529	0.34102	0.47023	0.963749	9382	2	0.34529
TRIM4	3	0.1878	0.1872	0.633742	6341	2	-1.1125	0.95077	0.92576	1.0	19829	0	-1.1125
ADNP	3	0.1878	0.1872	0.633742	6342	1	0.051099	0.16118	0.25525	0.963749	5583	1	0.051099
DLC1	3	0.1878	0.1872	0.633742	6343	1	0.28724	0.44226	0.45901	0.963749	10903	1	0.28724
SOHLH1	4	0.18781	0.16893	0.621577	6344	2	-3.0886	0.34102	0.47023	0.963749	9383	1	-3.0886
KIAA1257	4	0.18781	0.16893	0.621577	6345	2	-3.3902	0.55825	0.57392	0.963749	12573	1	-3.3902
NPY5R	5	0.18783	0.26181	0.70463	6346	3	-0.60799	0.9753	0.95499	1.0	20303	0	-0.60799
CNTNAP3	3	0.18784	0.1872	0.633742	6347	2	-1.3195	0.64334	0.59198	0.963749	13874	1	-1.3195
hsa-mir-766	3	0.1879	0.1872	0.633742	6348	2	-1.2828	0.36224	0.42316	0.963749	9686	1	-1.2828
AMPD3	5	0.18797	0.26181	0.70463	6349	3	-0.58607	0.94752	0.91802	1.0	19780	0	-0.58607
SNX6	5	0.18801	0.26325	0.70463	6350	2	-0.12626	0.67483	0.68884	0.963749	14390	1	-0.12626
ISM1	5	0.18801	0.26325	0.70463	6351	2	0.77964	0.042532	0.10967	0.963749	2064	3	0.77964
RNF186	3	0.18806	0.18815	0.634668	6352	1	0.18493	0.40499	0.43921	0.963749	10314	1	0.18493
MAP3K4	6	0.18807	0.19897	0.645026	6353	3	-0.21557	0.46956	0.61597	0.963749	11309	2	-0.21557
KIAA0930	5	0.18809	0.26325	0.70463	6354	3	-0.60862	0.87222	0.81829	0.975358	18213	0	-0.60862
ELMOD2	4	0.18816	0.16893	0.621577	6355	2	-1.6762	0.1323	0.23717	0.963749	4841	1	-1.6762
SECTM1	6	0.1882	0.19926	0.645673	6356	2	0.40534	0.051561	0.13927	0.963749	2389	3	0.40534
CLUAP1	5	0.18824	0.26467	0.70463	6357	1	0.15202	0.41489	0.55649	0.963749	10471	2	0.15202
ITGB1BP2	5	0.1883	0.26467	0.70463	6358	3	-0.62283	0.92927	0.89588	0.995429	19423	0	-0.62283
HSD17B14	5	0.18834	0.26613	0.70463	6359	3	-0.60716	0.78435	0.75079	0.965722	16459	1	-0.60716
ENGASE	6	0.18834	0.19955	0.646204	6360	2	-0.072649	0.2341	0.42036	0.963749	7306	2	-0.072649
PEPD	5	0.18839	0.26613	0.70463	6361	3	-0.62318	0.51609	0.61699	0.963749	11930	1	-0.62318
ASH2L	6	0.18842	0.19955	0.646204	6362	3	-0.8344	0.80485	0.78328	0.970243	16886	1	-0.8344
FEM1A	3	0.18843	0.1891	0.635796	6363	1	0.38437	0.44977	0.4644	0.963749	11011	1	0.38437
CYP11A1	3	0.18843	0.1891	0.635796	6364	2	-1.0921	0.8404	0.78607	0.97032	17562	0	-1.0921
CYTH2	4	0.18856	0.16893	0.621577	6365	2	-3.2625	0.36048	0.48546	0.963749	9657	1	-3.2625
PATE4	4	0.18856	0.16893	0.621577	6366	2	-3.3153	0.64937	0.62872	0.963749	13982	1	-3.3153
FAM35A	4	0.18856	0.16893	0.621577	6367	2	-3.4363	0.39816	0.50666	0.963749	10213	1	-3.4363
ARMC4	4	0.18856	0.16893	0.621577	6368	2	-3.184	0.31834	0.45877	0.963749	8957	2	-3.184
LCE2B	4	0.18857	0.16893	0.621577	6369	2	-1.7915	0.35897	0.482	0.963749	9642	1	-1.7915
INSIG2	5	0.18859	0.26613	0.70463	6370	3	-0.61846	0.57276	0.6333	0.963749	12814	1	-0.61846
GPC5	5	0.18862	0.26613	0.70463	6371	2	0.16837	0.70735	0.70183	0.963749	14922	1	0.16837
CHMP1A	5	0.18862	0.26613	0.70463	6372	1	0.55644	0.10437	0.22769	0.963749	4135	3	0.55644
ETV2	5	0.18877	0.26613	0.70463	6373	2	0.41498	0.69685	0.69853	0.963749	14754	1	0.41498
ITPR2	3	0.18887	0.1891	0.635796	6374	2	-0.87296	0.79687	0.74363	0.96572	16727	0	-0.87296
SLC7A6OS	4	0.18888	0.16893	0.621577	6375	2	-3.4824	0.6636	0.63585	0.963749	14195	1	-3.4824
RNASE6	4	0.18888	0.16893	0.621577	6376	2	-3.2024	0.84296	0.79424	0.970662	17613	0	-3.2024
JAKMIP1	5	0.18898	0.26613	0.70463	6377	2	0.42182	0.78577	0.75079	0.965722	16487	1	0.42182
SCYL1	6	0.18901	0.20069	0.64777	6378	3	-0.51367	0.96629	0.94418	1.0	20141	0	-0.51367
RPL13	3	0.18906	0.19007	0.636817	6379	2	-1.1688	0.96392	0.9548	1.0	20087	0	-1.1688
UNC13B	3	0.18906	0.19007	0.636817	6380	2	-0.5703	0.95279	0.9309	1.0	19870	0	-0.5703
RND1	4	0.18906	0.16893	0.621577	6381	1	0.048813	0.8841	0.84275	0.981389	18471	0	0.048813
BIRC7	2	0.18908	0.1677	0.621577	6382	1	-4.6728	0.76925	0.70636	0.963749	16141	0	-4.6728
GARS	3	0.18922	0.19007	0.636817	6383	2	-1.2433	0.82525	0.77292	0.97011	17283	0	-1.2433
NOP10	4	0.1893	0.16893	0.621577	6384	2	-3.2362	0.76308	0.71009	0.963749	16013	0	-3.2362
HS6ST3	4	0.1893	0.16893	0.621577	6385	2	-3.3708	0.42665	0.51907	0.963749	10666	1	-3.3708
ERH	3	0.1894	0.19007	0.636817	6386	2	-1.2509	0.3303	0.40526	0.963749	9169	1	-1.2509
IL36B	5	0.18951	0.26613	0.70463	6387	2	-0.23688	0.9034	0.86145	0.984576	18888	0	-0.23688
IL17C	5	0.18951	0.26613	0.70463	6388	1	-0.22967	0.87604	0.82117	0.975854	18291	0	-0.22967
FAM216A	1	0.18954	0.074673	0.531537	6389	1	-7.5805	0.81046	0.92533	1.0	16996	0	-7.5805
STX5	3	0.18959	0.19204	0.639715	6390	2	-1.1409	0.85534	0.8033	0.973952	17841	0	-1.1409
SSX4B	3	0.18965	0.19204	0.639715	6391	2	-1.1553	0.2443	0.35475	0.963749	7510	1	-1.1553
OR8B2	4	0.18968	0.16893	0.621577	6392	2	-3.0241	0.011455	0.033195	0.963749	687	2	-3.0241
ERCC6L2	5	0.18986	0.26613	0.70463	6393	2	0.40395	0.57099	0.6333	0.963749	12782	1	0.40395
HRASLS2	5	0.18997	0.26613	0.70463	6394	2	0.051309	0.51525	0.61539	0.963749	11916	1	0.051309
RHBDF1	5	0.18997	0.26613	0.70463	6395	2	0.064193	0.73139	0.71483	0.963749	15375	1	0.064193
CAV1	4	0.19	0.16893	0.621577	6396	1	-0.18349	0.14573	0.25812	0.963749	5201	1	-0.18349
BCOR	4	0.19	0.16893	0.621577	6397	1	0.36612	0.063537	0.14452	0.963749	2845	2	0.36612
C17orf59	4	0.19	0.16893	0.621577	6398	2	-0.18032	0.42804	0.51907	0.963749	10681	1	-0.18032
TAF15	3	0.19006	0.19204	0.639715	6399	1	0.49504	0.43616	0.45544	0.963749	10814	1	0.49504
C1QL3	3	0.19006	0.19204	0.639715	6400	1	0.21413	0.43036	0.45363	0.963749	10714	1	0.21413
C13orf35	4	0.1901	0.16893	0.621577	6401	2	-3.4189	0.83529	0.78753	0.97032	17463	0	-3.4189
ACBD5	5	0.19017	0.26613	0.70463	6402	2	0.074263	0.32136	0.46438	0.963749	9006	1	0.074263
PIK3CA	5	0.19017	0.26613	0.70463	6403	2	0.23113	0.17239	0.32077	0.963749	5870	2	0.23113
EHD2	5	0.19017	0.26613	0.70463	6404	2	-0.42718	0.89627	0.85573	0.982643	18737	0	-0.42718
BTN3A2	3	0.19019	0.19302	0.639715	6405	2	-1.0986	0.94329	0.91158	1.0	19696	0	-1.0986
SEMA3F	5	0.1902	0.26613	0.70463	6406	1	-0.1677	0.13702	0.27816	0.963749	4966	1	-0.1677
POMGNT1	6	0.19023	0.20186	0.650595	6407	3	-0.70521	0.90603	0.86516	0.986241	18943	0	-0.70521
NOLC1	6	0.19037	0.20216	0.651317	6408	3	-0.33064	0.911	0.86759	0.986643	19033	0	-0.33064
AURKC	6	0.19043	0.20246	0.651317	6409	3	-0.68977	0.53763	0.66959	0.963749	12266	1	-0.68977
METTL9	4	0.19047	0.16893	0.621577	6410	2	-3.3547	0.35318	0.47484	0.963749	9568	1	-3.3547
MAP2K5	4	0.19047	0.16893	0.621577	6411	2	-3.0859	0.25616	0.38158	0.963749	7729	2	-3.0859
DDX39A	3	0.1908	0.19404	0.640463	6412	1	0.74571	0.10776	0.18888	0.963749	4220	2	0.74571
GSTM2	3	0.19084	0.19405	0.640463	6413	2	-1.2262	0.95408	0.93529	1.0	19896	0	-1.2262
SPTBN5	4	0.19093	0.16893	0.621577	6414	2	-0.34724	0.27019	0.39983	0.963749	7980	2	-0.34724
AMER1	6	0.19094	0.20246	0.651317	6415	3	-0.77807	0.76497	0.76742	0.968649	16061	1	-0.77807
METTL12	5	0.19095	0.26631	0.70463	6416	2	0.18708	0.35111	0.50424	0.963749	9547	1	0.18708
DYNC1H1	5	0.19095	0.26631	0.70463	6417	2	0.11899	0.17378	0.32077	0.963749	5908	1	0.11899
POLR1B	5	0.19095	0.26631	0.70463	6418	2	0.14218	0.2138	0.37003	0.963749	6893	2	0.14218
SOX6	5	0.19095	0.26631	0.70463	6419	2	-0.58388	0.89472	0.85573	0.982643	18706	0	-0.58388
TCF12	5	0.19096	0.2665	0.70463	6420	2	0.22189	0.16325	0.30845	0.963749	5630	2	0.22189
UNC5CL	4	0.19106	0.16893	0.621577	6421	2	-3.2203	0.44919	0.53151	0.963749	10998	1	-3.2203
HIST1H2AD	4	0.19106	0.16893	0.621577	6422	2	-3.6569	0.93085	0.89244	0.994494	19456	0	-3.6569
C21orf62	4	0.19106	0.16893	0.621577	6423	2	-3.1472	0.70293	0.66933	0.963749	14852	1	-3.1472
LXN	6	0.19111	0.20335	0.653511	6424	2	0.16921	0.27846	0.45943	0.963749	8146	2	0.16921
NRIP3	4	0.19121	0.16893	0.621577	6425	1	0.74649	0.023007	0.057802	0.963749	1266	2	0.74649
DNPH1	6	0.19126	0.20364	0.653801	6426	3	-0.67056	0.31145	0.48722	0.963749	8824	1	-0.67056
T	3	0.19143	0.19507	0.640847	6427	2	-1.2318	0.2869	0.37814	0.963749	8297	1	-1.2318
GUCA1B	4	0.1916	0.16893	0.621577	6428	1	0.60032	0.054773	0.1313	0.963749	2511	3	0.60032
MAGI1	3	0.19161	0.19507	0.640847	6429	2	-0.72904	0.69949	0.63374	0.963749	14799	0	-0.72904
PTCD2	4	0.19162	0.16893	0.621577	6430	2	-3.1162	0.3247	0.46157	0.963749	9054	2	-3.1162
H2AFY	4	0.19162	0.16893	0.621577	6431	2	-3.3034	0.6905	0.65875	0.963749	14651	1	-3.3034
AKNA	5	0.19177	0.2665	0.70463	6432	1	0.1035	0.069125	0.17285	0.963749	3052	2	0.1035
PHOX2A	5	0.19177	0.2665	0.70463	6433	1	-0.13801	0.96328	0.93625	1.0	20069	0	-0.13801
RPS26	6	0.19184	0.20421	0.65465	6434	3	-0.82203	0.79503	0.78041	0.970158	16685	1	-0.82203
CCDC93	6	0.19186	0.20421	0.65465	6435	3	-1.1097	0.68504	0.7239	0.96572	14573	1	-1.1097
GCA	6	0.19187	0.20452	0.654917	6436	3	-0.2293	0.32669	0.50028	0.963749	9093	2	-0.2293
NUDT6	6	0.19187	0.20452	0.654917	6437	2	0.27227	0.24111	0.42726	0.963749	7453	2	0.27227
ESPL1	6	0.19187	0.20452	0.654917	6438	2	0.27487	0.092631	0.22589	0.963749	3827	3	0.27487
ZNF148	6	0.19192	0.20482	0.654952	6439	3	-0.60133	0.58519	0.69638	0.963749	12996	1	-0.60133
B3GALT1	2	0.19203	0.17063	0.621577	6440	1	-4.6487	0.75398	0.68939	0.963749	15826	0	-4.6487
DRG1	4	0.19205	0.16893	0.621577	6441	1	0.050936	0.89409	0.85228	0.981754	18694	0	0.050936
MYBPHL	4	0.19205	0.16893	0.621577	6442	1	0.32647	0.49225	0.54398	0.963749	11609	1	0.32647
CHRND	4	0.19205	0.16893	0.621577	6443	2	-1.1756	0.68125	0.64817	0.963749	14506	1	-1.1756
LPCAT3	3	0.19208	0.19712	0.642508	6444	1	0.54305	0.21118	0.31802	0.963749	6829	2	0.54305
GLTPD2	3	0.19215	0.19712	0.642508	6445	2	-1.1007	0.86188	0.80776	0.973952	17975	0	-1.1007
OR4D2	5	0.19225	0.2665	0.70463	6446	2	0.14104	0.34753	0.50014	0.963749	9488	2	0.14104
NUDT1	5	0.19225	0.2665	0.70463	6447	1	0.54523	0.38967	0.53817	0.963749	10082	2	0.54523
HIST1H4G	4	0.19231	0.16893	0.621577	6448	2	-3.3939	0.9524	0.91923	1.0	19864	0	-3.3939
GFPT2	4	0.19232	0.16893	0.621577	6449	1	0.030272	0.63301	0.62339	0.963749	13711	1	0.030272
CHSY1	4	0.19232	0.16893	0.621577	6450	2	-0.86998	0.045576	0.11631	0.963749	2177	1	-0.86998
PPP1R32	4	0.19246	0.16893	0.621577	6451	1	0.18179	0.28822	0.42933	0.963749	8324	1	0.18179
HSF1	3	0.19248	0.19814	0.643492	6452	2	-1.2207	0.11082	0.19334	0.963749	4307	1	-1.2207
TIMM22	3	0.1925	0.19814	0.643492	6453	1	-0.16562	0.72647	0.66648	0.963749	15275	0	-0.16562
TSG101	3	0.1925	0.19814	0.643492	6454	1	-0.25588	0.88967	0.84186	0.981389	18600	0	-0.25588
RBFOX1	5	0.19253	0.26668	0.70463	6455	2	0.39088	0.63409	0.65947	0.963749	13724	1	0.39088
RNF26	5	0.19253	0.26668	0.70463	6456	2	0.053599	0.963	0.93625	1.0	20061	0	0.053599
SEC22C	4	0.19255	0.16893	0.621577	6457	2	-3.2415	0.80103	0.73997	0.96572	16810	0	-3.2415
KDM4C	4	0.19268	0.16893	0.621577	6458	2	-3.6459	0.9617	0.93288	1.0	20040	0	-3.6459
SCARB1	5	0.19268	0.26686	0.70463	6459	1	0.46554	0.065946	0.1713	0.963749	2936	2	0.46554
ACPT	4	0.19273	0.16893	0.621577	6460	2	-0.52271	0.80867	0.74627	0.96572	16962	0	-0.52271
VSIG10	4	0.19273	0.16893	0.621577	6461	1	-0.10063	0.51561	0.55457	0.963749	11924	1	-0.10063
CYP4F8	5	0.19283	0.26686	0.70463	6462	2	0.37785	0.43448	0.57539	0.963749	10786	2	0.37785
RASSF3	5	0.1929	0.26686	0.70463	6463	2	-0.20895	0.0072142	0.027536	0.963749	466	2	-0.20895
ARTN	3	0.1929	0.19913	0.645336	6464	2	-1.1581	0.85289	0.80103	0.973851	17799	0	-1.1581
TFPI	4	0.19298	0.16893	0.621577	6465	2	-3.2044	0.89151	0.85023	0.981389	18637	0	-3.2044
DYRK2	4	0.19298	0.16893	0.621577	6466	2	-2.7496	0.24399	0.36941	0.963749	7504	2	-2.7496
AURKAIP1	3	0.19301	0.19913	0.645336	6467	2	-1.1733	0.8809	0.83104	0.979821	18397	0	-1.1733
TRIM67	5	0.19308	0.26686	0.70463	6468	1	0.62951	0.079248	0.18222	0.963749	3420	3	0.62951
OR51A4	5	0.19308	0.26686	0.70463	6469	1	0.51197	0.43601	0.5765	0.963749	10812	2	0.51197
PDE1B	5	0.19321	0.26686	0.70463	6470	2	0.16518	0.83639	0.78837	0.97032	17485	0	0.16518
DLL1	5	0.19352	0.26686	0.70463	6471	2	0.12587	0.31368	0.46118	0.963749	8870	2	0.12587
CAMKK2	4	0.19356	0.17169	0.621577	6472	2	-3.209	0.92334	0.88394	0.992095	19299	0	-3.209
NADKD1	3	0.19372	0.20015	0.647232	6473	2	-1.1583	0.88568	0.83699	0.981019	18502	0	-1.1583
ZNF467	4	0.19377	0.17169	0.621577	6474	1	0.26421	0.70804	0.67109	0.963749	14933	1	0.26421
PABPC1	4	0.19377	0.17169	0.621577	6475	1	0.20385	0.7303	0.68867	0.963749	15351	1	0.20385
GRK1	4	0.19377	0.17169	0.621577	6476	1	-0.067165	0.71221	0.67461	0.963749	15004	1	-0.067165
SNAP47	3	0.19385	0.20015	0.647232	6477	2	-1.1909	0.74572	0.68982	0.963749	15645	0	-1.1909
