id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
hsa-mir-584	4	0.034276	0.041989	0.432533	1804	4	-0.31797	0.96572	0.98263	1.0	19715	0	-0.31797
VWCE	5	0.034278	0.041449	0.429053	1805	3	-0.13659	0.22093	0.4539	1.0	6458	1	-0.13659
NICN1	4	0.034325	0.04199	0.432533	1806	4	-0.56921	0.96567	0.98263	1.0	19713	0	-0.56921
HNF4A	4	0.034356	0.04199	0.432533	1807	3	-0.36471	0.91244	0.95334	1.0	18552	0	-0.36471
PVRL1	5	0.03437	0.041653	0.430518	1808	4	-0.25627	0.69878	0.81358	1.0	14202	1	-0.25627
RASL10A	2	0.034383	0.024421	0.349389	1809	2	-0.52706	0.89092	0.92733	1.0	18089	0	-0.52706
TFEC	3	0.034391	0.032919	0.387771	1810	2	-0.52226	0.72023	0.80663	1.0	14631	0	-0.52226
RRP36	3	0.034399	0.032919	0.387771	1811	3	-0.43346	0.9656	0.98141	1.0	19711	0	-0.43346
TSPO	3	0.034431	0.032919	0.387771	1812	3	-0.52201	0.96557	0.98141	1.0	19709	0	-0.52201
ZNF391	3	0.034436	0.032919	0.387771	1813	3	-0.25734	0.96556	0.98141	1.0	19708	0	-0.25734
OR6A2	3	0.034442	0.032919	0.387771	1814	3	-0.75554	0.9446	0.96563	1.0	19232	0	-0.75554
UFM1	3	0.034444	0.032919	0.387771	1815	2	-0.095454	0.0154	0.052963	1.0	835	1	-0.095454
UNC119B	2	0.034444	0.024421	0.349389	1816	1	-0.75289	0.15592	0.24844	1.0	5018	1	-0.75289
KATNB1	6	0.034458	0.032212	0.386557	1817	3	-0.032572	0.017653	0.086242	1.0	931	3	-0.032572
hsa-mir-4258	3	0.03449	0.032919	0.387771	1818	3	-0.32565	0.96551	0.98141	1.0	19707	0	-0.32565
PLXNA1	3	0.034495	0.032919	0.387771	1819	3	-0.20736	0.96551	0.98141	1.0	19706	0	-0.20736
WDTC1	2	0.034526	0.024421	0.349389	1820	2	-0.35322	0.96547	0.98389	1.0	19705	0	-0.35322
LOC100130539	3	0.034535	0.03292	0.387771	1821	2	-0.32613	0.87222	0.9213	1.0	17726	0	-0.32613
CCDC146	4	0.034553	0.042583	0.437376	1822	4	-0.2443	0.96545	0.98238	1.0	19704	0	-0.2443
MBOAT1	3	0.034557	0.03292	0.387771	1823	2	-0.71963	0.79607	0.87198	1.0	16153	0	-0.71963
MBD3L4	3	0.034618	0.03292	0.387771	1824	3	-0.29165	0.96538	0.98141	1.0	19703	0	-0.29165
OR2T35	3	0.034648	0.03292	0.387771	1825	3	-0.61582	0.96535	0.98141	1.0	19700	0	-0.61582
PRDM1	3	0.034671	0.03316	0.389172	1826	1	0.073856	0.20353	0.39428	1.0	6121	2	0.073856
FAM73B	4	0.034764	0.042783	0.438177	1827	1	0.027687	0.50898	0.66611	1.0	10962	1	0.027687
hsa-mir-581	3	0.034772	0.03316	0.389172	1828	3	-0.71699	0.96523	0.98116	1.0	19698	0	-0.71699
SPSB3	4	0.034788	0.042783	0.438177	1829	4	-0.30487	0.96521	0.98238	1.0	19697	0	-0.30487
DNAJA2	3	0.034808	0.03316	0.389172	1830	2	-0.47197	0.66386	0.7531	1.0	13553	0	-0.47197
WDR4	4	0.034823	0.042783	0.438177	1831	3	-0.49453	0.8623	0.92009	1.0	17528	0	-0.49453
C15orf41	4	0.034824	0.042783	0.438177	1832	3	-0.31611	0.36366	0.59753	1.0	8831	1	-0.31611
SOX13	2	0.034826	0.024712	0.352215	1833	2	-0.56656	0.96517	0.98359	1.0	19696	0	-0.56656
CYB5D1	3	0.034844	0.03316	0.389172	1834	2	-0.41383	0.42093	0.54539	1.0	9644	1	-0.41383
VWA9	3	0.034898	0.03316	0.389172	1835	2	-0.11939	0.38979	0.52211	1.0	9210	1	-0.11939
hsa-mir-4428	4	0.0349	0.042783	0.438177	1836	3	-0.7333	0.38134	0.60244	1.0	9078	1	-0.7333
hsa-mir-514b	3	0.034911	0.03316	0.389172	1837	3	-0.52423	0.96509	0.98116	1.0	19694	0	-0.52423
SMC1A	4	0.034946	0.042783	0.438177	1838	2	-0.14833	0.1107	0.27081	1.0	3964	1	-0.14833
LIG3	3	0.03504	0.033478	0.39045	1839	3	-0.56274	0.96496	0.98116	1.0	19693	0	-0.56274
hsa-mir-6812	2	0.035041	0.025025	0.353301	1840	2	-0.71566	0.96496	0.98327	1.0	19692	0	-0.71566
CLTCL1	4	0.035042	0.043362	0.44305	1841	3	-0.28032	0.5638	0.69808	1.0	11835	1	-0.28032
ADRBK2	2	0.035054	0.025025	0.353301	1842	2	-0.80957	0.92718	0.95606	1.0	18884	0	-0.80957
SRSF4	2	0.035099	0.025025	0.353301	1843	2	-0.54061	0.9649	0.98327	1.0	19691	0	-0.54061
CELA1	4	0.035166	0.043363	0.44305	1844	3	-0.38781	0.55385	0.69079	1.0	11669	1	-0.38781
ZBTB9	3	0.03517	0.033478	0.39045	1845	3	-0.27784	0.96483	0.98116	1.0	19689	0	-0.27784
USH2A	3	0.035171	0.033478	0.39045	1846	1	-0.024778	0.64628	0.74027	1.0	13222	1	-0.024778
OR56A5	1	0.035219	0.015603	0.298023	1847	1	-1.9092	0.96478	0.9844	1.0	19688	0	-1.9092
GPRIN1	2	0.035251	0.025025	0.353301	1848	2	-0.52313	0.96475	0.98327	1.0	19687	0	-0.52313
IFRD1	3	0.03528	0.0338	0.391908	1849	2	-0.73769	0.56009	0.65095	1.0	11776	1	-0.73769
VPS51	4	0.035358	0.043767	0.446326	1850	3	-0.48035	0.8746	0.9323	1.0	17778	0	-0.48035
PIAS1	4	0.035396	0.043976	0.447818	1851	3	-0.34774	0.94392	0.97373	1.0	19216	0	-0.34774
EMG1	3	0.035411	0.033801	0.391908	1852	2	-1.6122	0.89483	0.94118	1.0	18185	0	-1.6122
IGFALS	3	0.035476	0.034032	0.391908	1853	3	-0.45171	0.96452	0.9809	1.0	19685	0	-0.45171
PSD	3	0.035489	0.034032	0.391908	1854	3	-0.22524	0.92476	0.95661	1.0	18833	0	-0.22524
ERAL1	2	0.035496	0.025335	0.353352	1855	2	-0.42472	0.9645	0.98295	1.0	19684	0	-0.42472
ZNF266	2	0.035507	0.025335	0.353352	1856	2	-1.0397	0.96449	0.98295	1.0	19683	0	-1.0397
ESPNL	2	0.035511	0.025335	0.353352	1857	1	0.13977	0.079977	0.16659	1.0	3170	1	0.13977
XAF1	5	0.035518	0.042518	0.436925	1858	3	-0.29041	0.2056	0.43886	1.0	6170	2	-0.29041
ZNF576	3	0.035523	0.034268	0.391908	1859	2	-0.41223	0.16332	0.31485	1.0	5193	1	-0.41223
ELP6	2	0.035531	0.025335	0.353352	1860	2	-0.58122	0.96447	0.98295	1.0	19682	0	-0.58122
NCK2	3	0.03557	0.034268	0.391908	1861	2	-0.3622	0.26868	0.45106	1.0	7259	1	-0.3622
NCF1	5	0.035576	0.042518	0.436925	1862	4	-0.40712	0.84269	0.90817	1.0	17112	0	-0.40712
NHP2L1	3	0.035586	0.034268	0.391908	1863	3	-0.71609	0.96441	0.98066	1.0	19679	0	-0.71609
THTPA	4	0.035595	0.043976	0.447818	1864	4	-0.23133	0.96441	0.98192	1.0	19678	0	-0.23133
hsa-mir-4787	4	0.035719	0.043976	0.447818	1865	3	-0.39396	0.94816	0.97641	1.0	19321	0	-0.39396
CDKN2C	2	0.035755	0.02563	0.353352	1866	1	-0.21662	0.53899	0.62493	1.0	11425	0	-0.21662
ITGA7	3	0.035757	0.034268	0.391908	1867	2	-0.77622	0.089705	0.19382	1.0	3422	1	-0.77622
OR1G1	2	0.035812	0.02563	0.353352	1868	2	-0.62628	0.96419	0.98264	1.0	19676	0	-0.62628
SOX11	5	0.035851	0.042518	0.436925	1869	3	-0.41772	0.92518	0.96536	1.0	18842	0	-0.41772
TSPAN1	4	0.035867	0.044181	0.448625	1870	3	-0.56623	0.93943	0.97012	1.0	19126	0	-0.56623
TNFAIP8L2	4	0.035901	0.044181	0.448625	1871	4	-0.25729	0.9641	0.98169	1.0	19674	0	-0.25729
LEPR	3	0.035992	0.034268	0.391908	1872	3	-0.7413	0.94856	0.96782	1.0	19330	0	-0.7413
HIATL1	3	0.036016	0.034268	0.391908	1873	3	-0.53149	0.96398	0.98066	1.0	19671	0	-0.53149
PELO	4	0.036033	0.044181	0.448625	1874	2	-0.15734	0.60395	0.72	1.0	12526	1	-0.15734
hsa-mir-6778	3	0.036035	0.034268	0.391908	1875	1	0.015035	0.70523	0.79681	1.0	14334	0	0.015035
PALM	5	0.036054	0.042518	0.436925	1876	3	-0.40467	0.39572	0.64246	1.0	9306	2	-0.40467
AMIGO3	3	0.036077	0.034268	0.391908	1877	3	-0.3242	0.96392	0.98066	1.0	19670	0	-0.3242
ARPC4	4	0.036094	0.044181	0.448625	1878	2	-0.40719	0.19727	0.38604	1.0	5962	1	-0.40719
RPS15	3	0.036126	0.034268	0.391908	1879	1	-0.026011	0.57101	0.66247	1.0	11932	1	-0.026011
TUBA4A	4	0.036154	0.044181	0.448625	1880	3	-0.34656	0.74323	0.828	1.0	15086	1	-0.34656
hsa-mir-8066	3	0.036159	0.034268	0.391908	1881	3	-0.39357	0.96384	0.98066	1.0	19669	0	-0.39357
CMTM5	3	0.036208	0.034268	0.391908	1882	3	-0.90503	0.94571	0.96675	1.0	19256	0	-0.90503
HNRPLL	2	0.03623	0.025631	0.353352	1883	2	-0.74941	0.96377	0.98264	1.0	19668	0	-0.74941
MLLT6	2	0.036243	0.025631	0.353352	1884	1	-1.0425	0.41362	0.49004	1.0	9551	1	-1.0425
EIF1AD	2	0.03626	0.025631	0.353352	1885	2	-0.38086	0.96374	0.98264	1.0	19667	0	-0.38086
CDH15	3	0.036262	0.034748	0.392726	1886	3	-0.31604	0.9236	0.95616	1.0	18809	0	-0.31604
TRAPPC8	5	0.036265	0.042518	0.436925	1887	3	-0.22017	0.84052	0.90642	1.0	17071	0	-0.22017
REV1	2	0.036289	0.025631	0.353352	1888	2	-0.45624	0.96371	0.98264	1.0	19666	0	-0.45624
HSPB2	4	0.036292	0.044789	0.450495	1889	3	-0.39713	0.17057	0.35187	1.0	5363	1	-0.39713
TBX20	3	0.036352	0.035058	0.394361	1890	3	-0.30942	0.96365	0.98015	1.0	19665	0	-0.30942
TM7SF2	3	0.036353	0.035058	0.394361	1891	2	-0.22438	0.878	0.92837	1.0	17839	0	-0.22438
SIM1	3	0.036387	0.035296	0.396416	1892	2	-0.66848	0.55479	0.64523	1.0	11679	1	-0.66848
ERAS	4	0.03639	0.044789	0.450495	1893	4	-0.37112	0.96361	0.98169	1.0	19664	0	-0.37112
CAMSAP3	3	0.036414	0.035296	0.396416	1894	3	-0.4524	0.96359	0.97989	1.0	19663	0	-0.4524
RBM8A	3	0.036443	0.035297	0.396416	1895	3	-0.26971	0.94448	0.96563	1.0	19231	0	-0.26971
CD300LG	4	0.036449	0.045	0.450495	1896	2	-0.24528	0.90028	0.94789	1.0	18288	0	-0.24528
RAN	5	0.036453	0.043109	0.441298	1897	4	-0.62628	0.8739	0.93268	1.0	17761	0	-0.62628
EVPLL	4	0.036485	0.045	0.450495	1898	3	-0.26047	0.21061	0.4064	1.0	6255	1	-0.26047
DNM2	2	0.03652	0.025631	0.353352	1899	2	-1.2505	0.96348	0.98264	1.0	19662	0	-1.2505
XPO1	4	0.036528	0.045	0.450495	1900	3	-0.64836	0.83009	0.89707	1.0	16865	0	-0.64836
TAZ	3	0.036534	0.035565	0.397514	1901	2	-0.36431	0.15943	0.31376	1.0	5111	1	-0.36431
SIGLEC1	4	0.036542	0.045	0.450495	1902	3	-0.27071	0.66254	0.75673	1.0	13515	1	-0.27071
ZNF639	3	0.03658	0.035565	0.397514	1903	2	-0.45672	0.061074	0.14805	1.0	2578	1	-0.45672
E2F2	3	0.036598	0.035565	0.397514	1904	3	-0.34094	0.9634	0.9796	1.0	19660	0	-0.34094
SLC28A3	3	0.036614	0.035565	0.397514	1905	2	-0.30149	0.67001	0.7615	1.0	13652	0	-0.30149
GEMIN4	3	0.036625	0.035565	0.397514	1906	2	-0.51417	0.90751	0.94699	1.0	18450	0	-0.51417
SCARA5	4	0.036635	0.045	0.450495	1907	3	-0.28736	0.8458	0.91026	1.0	17170	0	-0.28736
RAP1GAP2	4	0.036692	0.045	0.450495	1908	3	-0.44553	0.91865	0.95705	1.0	18688	0	-0.44553
FGFBP3	2	0.03673	0.025631	0.353352	1909	1	0.4115	0.14909	0.24539	1.0	4853	1	0.4115
hsa-mir-6748	4	0.036795	0.045	0.450495	1910	4	-0.66221	0.96321	0.98169	1.0	19656	0	-0.66221
SRRM1	3	0.036814	0.035565	0.397514	1911	2	-1.0115	0.53333	0.6365	1.0	11345	1	-1.0115
NKAIN4	4	0.036818	0.045417	0.450495	1912	1	0.073135	0.28435	0.49787	1.0	7523	1	0.073135
GAGE10	4	0.036821	0.045417	0.450495	1913	4	-0.18777	0.96318	0.98169	1.0	19655	0	-0.18777
LOR	4	0.036821	0.045417	0.450495	1914	3	-0.64533	0.59225	0.71506	1.0	12302	1	-0.64533
SLC25A30	4	0.036825	0.045417	0.450495	1915	2	-0.27167	0.85447	0.91265	1.0	17356	0	-0.27167
hsa-mir-218-1	4	0.036838	0.045417	0.450495	1916	3	-0.35675	0.76438	0.84141	1.0	15499	0	-0.35675
CYFIP1	3	0.036852	0.035565	0.397514	1917	2	-0.67618	0.40474	0.53092	1.0	9436	1	-0.67618
ARFGAP3	3	0.036861	0.035565	0.397514	1918	3	-0.43972	0.96314	0.9796	1.0	19654	0	-0.43972
FBLN7	4	0.036878	0.045417	0.450495	1919	4	-0.64911	0.96312	0.98169	1.0	19652	0	-0.64911
NCOR1	4	0.03689	0.045417	0.450495	1920	2	-0.32284	0.94757	0.97612	1.0	19299	0	-0.32284
ZG16B	4	0.036901	0.045417	0.450495	1921	3	-0.2409	0.63448	0.74573	1.0	13033	1	-0.2409
ZNF568	3	0.036933	0.035818	0.397893	1922	3	-0.44249	0.96307	0.97933	1.0	19651	0	-0.44249
NAA38	5	0.036937	0.043556	0.444814	1923	4	-0.51719	0.9485	0.97618	1.0	19328	0	-0.51719
TSPAN9	2	0.036949	0.027708	0.369817	1924	2	-0.43393	0.96305	0.98264	1.0	19650	0	-0.43393
DHX30	4	0.036988	0.045629	0.450495	1925	4	-0.38704	0.96301	0.98145	1.0	19649	0	-0.38704
PKN1	3	0.036988	0.035818	0.397893	1926	1	-0.059741	0.20721	0.40245	1.0	6198	1	-0.059741
TRIM65	3	0.037034	0.035819	0.397893	1927	2	-0.41363	0.12943	0.26449	1.0	4377	1	-0.41363
ZDHHC15	3	0.037166	0.036175	0.400291	1928	3	-0.5151	0.93592	0.96211	1.0	19041	0	-0.5151
RIT2	4	0.03724	0.046035	0.450818	1929	1	0.10669	0.24491	0.44838	1.0	6855	2	0.10669
NRIP3	3	0.03729	0.03641	0.402166	1930	3	-0.46422	0.96271	0.97907	1.0	19648	0	-0.46422
FOXRED1	2	0.037296	0.030096	0.384566	1931	2	-0.5206	0.9627	0.98231	1.0	19647	0	-0.5206
TFR2	3	0.037299	0.03641	0.402166	1932	2	-0.32299	0.85751	0.90882	1.0	17428	0	-0.32299
GREM1	2	0.037302	0.030096	0.384566	1933	2	-0.34438	0.9627	0.98231	1.0	19646	0	-0.34438
ZNF223	2	0.037309	0.030096	0.384566	1934	1	-0.27183	0.65425	0.74774	1.0	13370	0	-0.27183
GSX2	3	0.037385	0.039574	0.426027	1935	2	-0.30316	0.7925	0.8692	1.0	16079	0	-0.30316
hsa-mir-6132	2	0.037428	0.030097	0.384566	1936	2	-0.53746	0.96257	0.98231	1.0	19645	0	-0.53746
N4BP3	6	0.03744	0.047214	0.451364	1937	4	-0.29157	0.46556	0.71761	1.0	10335	2	-0.29157
FZD8	3	0.037441	0.039574	0.426027	1938	3	-0.56528	0.96256	0.9788	1.0	19644	0	-0.56528
MTR	4	0.037471	0.046036	0.450818	1939	3	-0.54836	0.52399	0.67229	1.0	11189	1	-0.54836
POMC	4	0.037477	0.046036	0.450818	1940	4	-0.1487	0.96252	0.98145	1.0	19643	0	-0.1487
SOGA2	3	0.037481	0.039574	0.426027	1941	3	-0.4389	0.95308	0.97106	1.0	19427	0	-0.4389
DTYMK	4	0.0375	0.046036	0.450818	1942	3	-0.46032	0.87671	0.93353	1.0	17817	0	-0.46032
TMEM109	2	0.037613	0.030377	0.384566	1943	2	-0.78477	0.83485	0.88255	1.0	16963	0	-0.78477
CENPO	2	0.037644	0.030377	0.384566	1944	2	-0.49675	0.93494	0.96472	1.0	19017	0	-0.49675
OR13C8	3	0.037663	0.039574	0.426027	1945	2	-0.46736	0.43908	0.55978	1.0	9909	1	-0.46736
C9orf117	4	0.037713	0.046459	0.450818	1946	2	-0.22427	0.2592	0.46452	1.0	7090	1	-0.22427
MYH9	3	0.037721	0.039574	0.426027	1947	2	-0.45956	0.069796	0.15956	1.0	2852	1	-0.45956
HEATR2	2	0.037759	0.030377	0.384566	1948	2	-1.1311	0.96224	0.98202	1.0	19641	0	-1.1311
NDUFB4	4	0.037774	0.046459	0.450818	1949	4	-0.2409	0.96223	0.98145	1.0	19640	0	-0.2409
LHX3	3	0.037788	0.039574	0.426027	1950	2	-0.35726	0.17271	0.33624	1.0	5403	1	-0.35726
hsa-mir-6878	3	0.037828	0.039574	0.426027	1951	3	-1.0025	0.96217	0.9788	1.0	19639	0	-1.0025
RNF39	3	0.037851	0.039574	0.426027	1952	2	-0.34079	0.28816	0.46111	1.0	7586	1	-0.34079
ASH2L	4	0.037857	0.04646	0.450818	1953	3	-0.36051	0.58988	0.71385	1.0	12261	1	-0.36051
PRR22	4	0.03793	0.0467	0.450818	1954	3	-0.34793	0.15016	0.32241	1.0	4875	1	-0.34793
EIF3D	3	0.037942	0.039574	0.426027	1955	2	-1.1576	0.68707	0.77104	1.0	13972	0	-1.1576
ERLIN1	3	0.037987	0.039923	0.426645	1956	2	-0.27832	0.69092	0.77512	1.0	14053	0	-0.27832
DZIP1	2	0.038	0.030377	0.384566	1957	2	-0.40581	0.962	0.98202	1.0	19638	0	-0.40581
PITX2	4	0.038025	0.0467	0.450818	1958	2	0.20975	0.06465	0.18993	1.0	2684	2	0.20975
FAM110C	4	0.038028	0.0467	0.450818	1959	2	-0.27245	0.75336	0.83523	1.0	15294	1	-0.27245
CCDC149	3	0.038044	0.040406	0.428703	1960	3	-0.64652	0.96196	0.97827	1.0	19636	0	-0.64652
XRN1	5	0.038095	0.044136	0.448625	1961	3	-0.23837	0.047004	0.16017	1.0	2081	2	-0.23837
CRTAM	3	0.038159	0.040658	0.429053	1962	3	-0.44259	0.96184	0.97799	1.0	19635	0	-0.44259
C19orf70	2	0.038161	0.030377	0.384566	1963	1	-0.39355	0.24157	0.33527	1.0	6798	1	-0.39355
GPER1	3	0.038181	0.040658	0.429053	1964	3	-0.1853	0.96182	0.97799	1.0	19634	0	-0.1853
ATP5A1	4	0.038205	0.046904	0.450818	1965	3	-0.34227	0.88964	0.9413	1.0	18063	0	-0.34227
EIF5AL1	5	0.038215	0.044812	0.450495	1966	4	-0.53405	0.96178	0.98215	1.0	19632	0	-0.53405
MZT2B	2	0.038218	0.030377	0.384566	1967	2	-0.36483	0.96178	0.98202	1.0	19633	0	-0.36483
LOC728392	4	0.038282	0.046904	0.450818	1968	3	-0.25716	0.32078	0.56075	1.0	8164	1	-0.25716
OPA3	5	0.038302	0.044812	0.450495	1969	3	-0.46293	0.34454	0.58099	1.0	8568	2	-0.46293
BASP1	3	0.038304	0.040658	0.429053	1970	1	0.095706	0.39653	0.528	1.0	9314	1	0.095706
LYZL1	2	0.038315	0.030377	0.384566	1971	2	-0.52449	0.96168	0.98202	1.0	19630	0	-0.52449
MYO1A	3	0.038357	0.040658	0.429053	1972	3	-0.36849	0.94796	0.96782	1.0	19308	0	-0.36849
SHROOM4	4	0.038417	0.046904	0.450818	1973	4	-0.24405	0.96158	0.98122	1.0	19629	0	-0.24405
SFPQ	3	0.03844	0.04093	0.429053	1974	2	-1.5402	0.52951	0.6365	1.0	11280	1	-1.5402
HDDC2	1	0.038463	0.016785	0.307953	1975	1	-0.84218	0.96154	0.98321	1.0	19628	0	-0.84218
DHX37	2	0.038466	0.030377	0.384566	1976	2	-0.35616	0.91135	0.94599	1.0	18522	0	-0.35616
MBOAT7	4	0.038466	0.046904	0.450818	1977	3	-0.27162	0.73816	0.81694	1.0	14985	1	-0.27162
ETNK1	4	0.03849	0.046904	0.450818	1978	3	-0.33401	0.803	0.87852	1.0	16307	0	-0.33401
ASPHD1	4	0.038492	0.046904	0.450818	1979	4	-0.18546	0.96151	0.98122	1.0	19627	0	-0.18546
OR3A3	3	0.038504	0.04093	0.429053	1980	3	-0.22808	0.9615	0.97769	1.0	19626	0	-0.22808
RNMT	4	0.038511	0.046904	0.450818	1981	3	-0.47576	0.0084771	0.041168	1.0	502	1	-0.47576
POLR3C	3	0.038541	0.04093	0.429053	1982	2	-1.5742	0.48126	0.59179	1.0	10560	1	-1.5742
NOL9	4	0.038543	0.046904	0.450818	1983	2	-0.22837	0.6131	0.72616	1.0	12659	1	-0.22837
hsa-mir-6793	3	0.038561	0.04093	0.429053	1984	2	-0.38199	0.7717	0.84877	1.0	15652	0	-0.38199
UCHL5	3	0.038573	0.04093	0.429053	1985	3	-0.4579	0.96143	0.97769	1.0	19624	0	-0.4579
CTU2	2	0.038618	0.030377	0.384566	1986	1	-0.38966	0.59156	0.6829	1.0	12289	0	-0.38966
GPATCH2	4	0.038633	0.046904	0.450818	1987	4	-0.24834	0.96137	0.98122	1.0	19621	0	-0.24834
C17orf99	2	0.038648	0.030377	0.384566	1988	2	-0.80038	0.92035	0.95145	1.0	18734	0	-0.80038
ATP9A	4	0.03866	0.046904	0.450818	1989	4	-0.25859	0.96134	0.98122	1.0	19620	0	-0.25859
AK3	2	0.038662	0.030691	0.385266	1990	2	-0.50194	0.96134	0.98168	1.0	19619	0	-0.50194
TTLL3	2	0.038681	0.030691	0.385266	1991	2	-0.58044	0.96132	0.98168	1.0	19618	0	-0.58044
CNDP1	3	0.038726	0.04121	0.429053	1992	3	-0.76929	0.93922	0.96252	1.0	19121	0	-0.76929
RBM10	4	0.03873	0.046904	0.450818	1993	4	-0.281	0.96127	0.98122	1.0	19617	0	-0.281
NHLRC1	5	0.038735	0.045038	0.450495	1994	2	-0.076084	0.11796	0.30737	1.0	4119	1	-0.076084
MEIS3	3	0.038802	0.041471	0.429053	1995	3	-0.22868	0.9612	0.97711	1.0	19616	0	-0.22868
FSCN2	2	0.038803	0.030691	0.385266	1996	2	-0.53945	0.9612	0.98168	1.0	19615	0	-0.53945
DNASE2B	2	0.038846	0.030692	0.385266	1997	2	-0.60689	0.96115	0.98168	1.0	19614	0	-0.60689
CCNB1IP1	4	0.038855	0.046904	0.450818	1998	4	-0.25813	0.96115	0.98122	1.0	19613	0	-0.25813
RANBP1	4	0.038859	0.046904	0.450818	1999	3	-0.36298	0.94579	0.97497	1.0	19259	0	-0.36298
SLC35E2B	2	0.038861	0.030692	0.385266	2000	1	-0.039735	0.2968	0.38099	1.0	7736	1	-0.039735
EMX1	3	0.038894	0.041471	0.429053	2001	2	-0.31705	0.87822	0.92837	1.0	17844	0	-0.31705
FAM155A	4	0.038904	0.046904	0.450818	2002	4	-0.30369	0.9611	0.98122	1.0	19611	0	-0.30369
HGD	2	0.038922	0.030692	0.385266	2003	1	-0.39488	0.7025	0.78252	1.0	14287	0	-0.39488
MTMR6	5	0.038973	0.045494	0.450495	2004	4	-0.37327	0.9165	0.95843	1.0	18642	0	-0.37327
TMEM39B	3	0.038979	0.041471	0.429053	2005	2	-1.3223	0.57008	0.66104	1.0	11920	1	-1.3223
NHEJ1	3	0.039015	0.041471	0.429053	2006	3	-0.35749	0.96098	0.97711	1.0	19610	0	-0.35749
EIF3B	3	0.039057	0.041471	0.429053	2007	2	-0.50556	0.62655	0.70861	1.0	12906	1	-0.50556
COX4I1	4	0.039067	0.046904	0.450818	2008	3	-0.44774	0.32333	0.56607	1.0	8215	1	-0.44774
PTOV1	2	0.039072	0.03098	0.385266	2009	2	-0.3557	0.96093	0.98138	1.0	19609	0	-0.3557
EDEM1	3	0.039074	0.041471	0.429053	2010	3	-0.31322	0.96093	0.97711	1.0	19608	0	-0.31322
GPR153	3	0.03909	0.041471	0.429053	2011	3	-0.71839	0.96091	0.97711	1.0	19607	0	-0.71839
SMPD3	5	0.039114	0.045494	0.450495	2012	3	-0.40893	0.0065394	0.039221	1.0	408	1	-0.40893
SLC10A7	3	0.039121	0.041471	0.429053	2013	1	-0.1389	0.51856	0.62346	1.0	11108	1	-0.1389
DNAJA3	4	0.039165	0.047116	0.451364	2014	4	-0.20406	0.96083	0.98097	1.0	19606	0	-0.20406
ZNF2	2	0.039177	0.031296	0.385266	2015	2	-0.90373	0.96082	0.98104	1.0	19605	0	-0.90373
hsa-mir-662	2	0.039183	0.031296	0.385266	2016	2	-0.98257	0.96082	0.98104	1.0	19604	0	-0.98257
OR11A1	3	0.039211	0.041471	0.429053	2017	1	0.052033	0.59185	0.67257	1.0	12294	1	0.052033
KIF18A	5	0.039214	0.045494	0.450495	2018	2	-0.32407	0.91912	0.96112	1.0	18701	0	-0.32407
FAM156A	4	0.039215	0.047116	0.451364	2019	4	-0.41965	0.96079	0.98097	1.0	19603	0	-0.41965
FCGR1A	3	0.039232	0.041471	0.429053	2020	2	-0.4554	0.84892	0.90595	1.0	17221	0	-0.4554
SPC25	2	0.039238	0.031297	0.385266	2021	2	-0.61371	0.96076	0.98104	1.0	19602	0	-0.61371
DNAJB3	2	0.039251	0.031297	0.385266	2022	2	-0.6325	0.96075	0.98104	1.0	19601	0	-0.6325
RAPH1	3	0.039257	0.041471	0.429053	2023	1	-0.040924	0.79326	0.87011	1.0	16094	0	-0.040924
PCF11	2	0.039263	0.031297	0.385266	2024	2	-0.58258	0.96074	0.98104	1.0	19600	0	-0.58258
HIST2H4A	4	0.03929	0.047116	0.451364	2025	3	-0.74747	0.89285	0.943	1.0	18138	0	-0.74747
H2AFY	2	0.0393	0.031599	0.385266	2026	2	-0.44774	0.9607	0.98073	1.0	19599	0	-0.44774
SCG5	1	0.039301	0.016786	0.307953	2027	1	-1.6913	0.9607	0.98321	1.0	19598	0	-1.6913
RPUSD3	3	0.03932	0.041471	0.429053	2028	2	-0.83522	0.85316	0.90737	1.0	17322	0	-0.83522
DCAF5	2	0.039348	0.031599	0.385266	2029	1	-0.88441	0.43051	0.5081	1.0	9784	1	-0.88441
hsa-mir-3614	3	0.039365	0.041471	0.429053	2030	3	-0.30289	0.96064	0.9771	1.0	19597	0	-0.30289
XXYLT1	2	0.039379	0.031599	0.385266	2031	1	-0.17447	0.39626	0.48253	1.0	9311	1	-0.17447
PHF1	4	0.039381	0.047116	0.451364	2032	3	-0.58956	0.74279	0.828	1.0	15077	1	-0.58956
OSGIN1	4	0.039396	0.047116	0.451364	2033	4	-0.32261	0.9606	0.98097	1.0	19596	0	-0.32261
C9orf171	3	0.039399	0.041471	0.429053	2034	2	-0.658	0.0034412	0.015202	1.0	223	1	-0.658
FOXN1	4	0.039401	0.047116	0.451364	2035	4	-0.28482	0.9606	0.98097	1.0	19595	0	-0.28482
OR5B3	3	0.039438	0.041471	0.429053	2036	1	0.067747	0.045047	0.12283	1.0	2007	1	0.067747
DYSF	4	0.039494	0.047332	0.451589	2037	4	-0.18223	0.96051	0.98072	1.0	19594	0	-0.18223
ZCCHC8	3	0.039505	0.041739	0.4312	2038	3	-0.18186	0.9605	0.97682	1.0	19593	0	-0.18186
